Datetime,Close,High,Low,Open,Volume
2025-11-03 03:45:00+00:00,57857.6015625,57857.6015625,57738.69921875,57742.80078125,0
2025-11-03 03:50:00+00:00,57862.69921875,57922.8984375,57851.44921875,57855.69921875,0
2025-11-03 03:55:00+00:00,57821.05078125,57892.6015625,57810.8515625,57863.8984375,0
2025-11-03 04:00:00+00:00,57772.8515625,57824.05078125,57730.19921875,57824.05078125,0
2025-11-03 04:05:00+00:00,57904.44921875,57908.55078125,57764.8984375,57777.0,0
2025-11-03 04:10:00+00:00,57981.3984375,57986.6015625,57900.44921875,57900.44921875,0
2025-11-03 04:15:00+00:00,58044.3984375,58063.75,57975.19921875,57980.19921875,0
2025-11-03 04:20:00+00:00,57985.80078125,58045.19921875,57961.8984375,58042.75,0
2025-11-03 04:25:00+00:00,58018.3515625,58026.8515625,57970.0,57978.6015625,0
2025-11-03 04:30:00+00:00,57930.94921875,58021.8515625,57917.3984375,58017.94921875,0
2025-11-03 04:35:00+00:00,57944.0,57976.94921875,57917.5,57927.80078125,0
2025-11-03 04:40:00+00:00,57995.6015625,57997.0,57938.44921875,57941.8515625,0
2025-11-03 04:45:00+00:00,58018.69921875,58050.55078125,57942.30078125,57995.05078125,0
2025-11-03 04:50:00+00:00,58052.5,58059.69921875,58006.25,58018.55078125,0
2025-11-03 04:55:00+00:00,58003.5,58064.44921875,57988.94921875,58051.25,0
2025-11-03 05:00:00+00:00,57988.30078125,58030.44921875,57977.30078125,58007.0,0
2025-11-03 05:05:00+00:00,58051.3984375,58068.25,57984.69921875,57989.05078125,0
2025-11-03 05:10:00+00:00,58115.75,58119.5,58030.44921875,58051.44921875,0
2025-11-03 05:15:00+00:00,58068.75,58124.5,58067.0,58116.75,0
2025-11-03 05:20:00+00:00,58053.5,58079.94921875,58050.8515625,58074.0,0
2025-11-03 05:25:00+00:00,58068.1484375,58074.19921875,58026.25,58052.05078125,0
2025-11-03 05:30:00+00:00,58076.8515625,58085.8515625,58053.1015625,58070.75,0
2025-11-03 05:35:00+00:00,58112.6484375,58125.94921875,58069.25,58077.05078125,0
2025-11-03 05:40:00+00:00,58075.6484375,58112.3984375,58071.3515625,58112.3984375,0
2025-11-03 05:45:00+00:00,58051.75,58080.19921875,58044.44921875,58075.5,0
2025-11-03 05:50:00+00:00,58046.30078125,58055.05078125,58015.3515625,58050.3984375,0
2025-11-03 05:55:00+00:00,58040.8515625,58053.3984375,58012.8515625,58048.80078125,0
2025-11-03 06:00:00+00:00,58055.30078125,58061.05078125,58033.75,58041.05078125,0
2025-11-03 06:05:00+00:00,58000.55078125,58054.30078125,57989.69921875,58054.30078125,0
2025-11-03 06:10:00+00:00,57971.3515625,58005.19921875,57964.30078125,57999.94921875,0
2025-11-03 06:15:00+00:00,57995.3515625,57998.94921875,57939.6015625,57966.80078125,0
2025-11-03 06:20:00+00:00,58028.6484375,58028.6484375,57953.6015625,57995.55078125,0
2025-11-03 06:25:00+00:00,58032.3984375,58067.8515625,58023.8515625,58025.44921875,0
2025-11-03 06:30:00+00:00,58021.25,58037.8515625,58010.3515625,58034.8984375,0
2025-11-03 06:35:00+00:00,58034.94921875,58055.1015625,58016.8984375,58019.25,0
2025-11-03 06:40:00+00:00,58038.05078125,58066.5,58026.30078125,58030.1015625,0
2025-11-03 06:45:00+00:00,58059.8984375,58063.8515625,58033.55078125,58042.30078125,0
2025-11-03 06:50:00+00:00,58079.0,58112.0,58046.44921875,58061.30078125,0
2025-11-03 06:55:00+00:00,58045.75,58089.0,58030.0,58076.80078125,0
2025-11-03 07:00:00+00:00,58040.0,58050.44921875,57984.44921875,58046.3984375,0
2025-11-03 07:05:00+00:00,58026.44921875,58043.05078125,57999.5,58040.0,0
2025-11-03 07:10:00+00:00,58069.30078125,58080.44921875,58024.19921875,58025.1484375,0
2025-11-03 07:15:00+00:00,58098.3515625,58110.80078125,58055.0,58067.8984375,0
2025-11-03 07:20:00+00:00,58092.25,58104.69921875,58069.69921875,58100.55078125,0
2025-11-03 07:25:00+00:00,58111.6484375,58129.55078125,58084.1484375,58092.25,0
2025-11-03 07:30:00+00:00,58106.8515625,58121.94921875,58095.8984375,58111.30078125,0
2025-11-03 07:35:00+00:00,58145.8515625,58147.6484375,58088.80078125,58104.3515625,0
2025-11-03 07:40:00+00:00,58142.8984375,58153.30078125,58127.05078125,58145.3984375,0
2025-11-03 07:45:00+00:00,58164.19921875,58173.44921875,58133.30078125,58142.1015625,0
2025-11-03 07:50:00+00:00,58153.75,58191.3515625,58138.6015625,58162.25,0
2025-11-03 07:55:00+00:00,58163.44921875,58163.94921875,58117.8515625,58152.5,0
2025-11-03 08:00:00+00:00,58173.8984375,58182.8515625,58141.94921875,58161.44921875,0
2025-11-03 08:05:00+00:00,58167.25,58198.75,58162.5,58174.3515625,0
2025-11-03 08:10:00+00:00,58154.55078125,58210.3984375,58151.8984375,58165.0,0
2025-11-03 08:15:00+00:00,58080.69921875,58171.3515625,58070.6015625,58153.55078125,0
2025-11-03 08:20:00+00:00,58094.19921875,58120.69921875,58054.3515625,58083.30078125,0
2025-11-03 08:25:00+00:00,58158.80078125,58162.55078125,58095.3984375,58096.94921875,0
2025-11-03 08:30:00+00:00,58159.69921875,58187.80078125,58149.5,58158.44921875,0
2025-11-03 08:35:00+00:00,58125.69921875,58162.44921875,58108.30078125,58155.30078125,0
2025-11-03 08:40:00+00:00,58191.8515625,58198.19921875,58124.5,58126.05078125,0
2025-11-03 08:45:00+00:00,58201.5,58227.75,58182.8984375,58191.25,0
2025-11-03 08:50:00+00:00,58230.05078125,58246.1484375,58194.30078125,58202.1015625,0
2025-11-03 08:55:00+00:00,58168.25,58225.6015625,58165.75,58220.05078125,0
2025-11-03 09:00:00+00:00,58150.6484375,58183.05078125,58150.6015625,58162.80078125,0
2025-11-03 09:05:00+00:00,58148.3984375,58159.19921875,58141.05078125,58152.6015625,0
